,tagcount,tagsentiment,videoId
525,0,0,RUHIMFpMdj4
526,1,0,nJtfNbD2Res
527,0,0,7VQXDT6nthQ
528,0,0,exeD6m06JZY
529,0,0,5dAjwC8QP6k
530,0,0,OdLSv-Fz0O0
531,0,0,YoKvCksJwhY
532,0,0,kB1nnxwvCFs
533,0,0,GE30_xXp-ZY
534,0,0,XI8o6s1pmwg
535,0,0,mep7eBJM6Yg
536,0,0,wCYVYzuwf9o
537,0,0,onn37CCCT0c
538,0,0,ACbWFx1lYGA
539,0,0,_PdONv_skj0
540,0,0,L1o90_YmtvI
541,0,0,l7XQ7QOw8pg
542,0,0,o_p3wTJR8SA
543,0,0,RE1KNTxc0uU
544,1,0,NGn7qh_UFiU
545,0,0,2dY_52iW6Js
546,0,0,02YXEaimmfU
547,0,0,G_9D2kjV5ok
548,0,0,DDtWxURLlPk
549,0,0,hTx083Bbvug
550,0,0,_FGrjoq9ZsA
551,0,0,ZTwRp9SiZWo
552,0,0,ON7Udt0HSPc
553,0,0,4D6fxknKYy8
554,0,0,6x3kdWYFcSY
555,0,0,brOuEy8trqg
556,0,0,ZPzSLqK4IM4
557,0,0,zx-WoMdBfV8
558,0,0,NdOYTisTsw8
559,0,0,3EwfBF4Led4
560,0,0,Kku1PBl93-w
561,0,0,wuO4ksIPJqY
562,0,0,5Sat0invkXo
563,1,0,FlRfrQcrAMU
564,1,0,FyG_PjQ5GIQ
565,0,0,5-AqrzNMnFQ
566,0,0,lR3Ae6IAOiM
567,0,0,SsFulVEQ2Qk
568,0,0,pLvRpFCx8xE
569,0,0,eud3eJloXEM
570,0,0,9pSTZj-hles
571,0,0,GA5jjI9rpYs
572,0,0,1Uf7UpkbfmY
573,0,0,MDrbMepGy-I
574,0,0,GTZ71qG6ZDQ
575,0,0,Eeb8p8aebpw
576,1,0,rBHfEYvUpjM
577,0,0,FGLlI-eFQ8Q
578,0,0,smD0_X3bQPE
579,0,0,bDOZbvE01Fk
580,1,0,k4LZ_Dt7hAs
581,0,0,U9kPV9cPmm8
582,0,0,tLG93sqSKTE
583,0,0,TKeG08hC8gk
584,0,0,T7-gMwq5hm4
585,0,0,hZ8Xj_I3aNU
586,0,0,9amb_M0qh-c
587,0,0,AOMURZUg_kE
588,0,0,Cc7nA-HD-Rk
589,0,0,y2VI1fGKcU8
590,0,0,4nPb4k0slcQ
591,0,0,u80iKUkEDZo
592,0,0,H-dQfLWuw4w
593,0,0,10SVll2x2Lc
594,0,0,OXq0S9nziQU
595,0,0,et3A0LCBUys
596,0,0,ohPot4rp0BU
597,1,0,KHuK06qX7ts
598,0,0,VKcDS1vb6DU
599,0,0,eyxnkpsEtcs
600,0,0,n-U2BaSMvjk
601,0,0,o0SbV511JPk
602,0,0,vfxRfkZdiAQ
603,2,0,T6BA6jq88xM
604,0,0,m1g4fBo8dlw
605,0,0,syGKzWsBrQ8
606,1,0,iZYHrsonN6Q
607,0,0,vjFuwTpNUv8
608,0,0,rzFWXD0K3HU
609,0,0,G9CPm11VBOM
610,0,0,jExYHd1yyWc
611,0,0,PT3Y2N0YP34
612,0,0,zO-dFDbuoMQ
613,1,0,qSwb8MhIRSc
614,1,0,0DQM_FEusiA
615,1,0,DU9wlF2BfpA
616,0,0,rggJ1BhQbck
617,0,0,0pCp8g-VjOs
618,0,0,kPD7_bWwK7Y
619,6,0,qzTJQNXuF-c
620,0,0,Hhmb__gfD2I
621,0,0,aGepaq0g1-I
622,0,0,tkuH-T-byh4
623,0,0,7_VpVGTfzrg
624,0,0,o6CTu_Zmn8E
625,0,0,HAobgXwiKSs
626,0,0,HOpKUrE9eKU
627,0,0,yddf4UjOZfk
628,0,0,xw95AZzPpsU
629,0,0,Rs4MeQq8Gg0
630,3,0,fUXdtbN8NA4
631,2,0,ijWnKocnycA
632,1,0,MuT6hughY-I
633,0,0,bI3HMqXPmfE
634,1,0,2TRXYvtBqPo
635,0,0,OsYJqBtg5dY
636,0,0,_y9qGngsyA4
637,1,0,-IXgWlC9AgM
638,1,0,13vU6pnvuLw
639,0,0,d0mg9DxvfZE
640,0,0,ba_S2HBLisA
641,0,0,PF7EpEnglgk
642,0,0,LDYBbU9ioqc
643,0,0,BLylb4TfnlM
644,0,0,WawrfHBsCCA
645,0,0,e0WzPo7c_XM
646,0,0,dmVbeiOVvCk
647,0,0,TNkcWhk8uIs
648,0,0,mu3aGM74tk4
649,0,0,OGbQp7anUPU
650,0,0,BkTH5eqsoRs
651,1,0,INBSlZMoNa4
652,1,0,jdwVM_OQG_8
653,0,0,64A1Z-xf4lo
654,0,0,cCQ6wTH9sJg
655,0,0,l30Xt48KHh0
656,0,0,hTmlm2N7asA
657,0,0,Wy53G8-pAy0
658,0,0,MPl5rTYsGU8
659,0,0,rbUsWXMLVfE
660,1,0,6oAAG32wILQ
661,1,0,i3wgGfObKJw
662,1,0,RCFmZnrFv_w
663,0,0,-yLdCwzL42A
664,0,0,Uk_vV-JRZ6E
665,0,0,UloBiVGtAP4
666,0,0,PSsaByB5EtM
667,0,0,PeARpcDimx4
668,0,0,J3oc7TSpO18
669,0,0,VSpFRcTeUQ4
670,0,0,G3k45oTU6bE
671,1,0,R42fr0MbAD4
672,1,0,WC9_bcbDxwM
673,0,0,S5XsylGuHjo
674,0,0,d0utNRjSykQ
675,0,0,DGPbHUZQ-VE
676,1,0,1mRnnp41eSg
677,0,0,-Y540xzHd-c
678,0,0,KAi8Tz8ytTk
679,0,0,CHCfXvMS7DU
680,0,0,SyswpJgr6DY
681,0,0,rjMqMLZIt30
682,0,0,rDYAGRLBO8M
683,0,0,HSYTWMnsHg0
684,1,0,OXHaAQZ1UWs
685,0,0,XkuirEweZvM
686,0,0,Jm-bgfeBzi0
687,0,0,zayPSljYZzs
688,0,0,ZZeDVN4QJb0
689,0,0,UDUJ9vfMHqk
690,0,0,CDykr4p1xcM
691,0,0,OfYkzcOjxz8
692,0,0,W-KdEjvdG2U
693,0,0,7nPBUoDAZks
694,0,0,L7WNr8Df1T0
695,0,0,m8tlFnMwnF4
696,0,0,H4nAFqCHvoc
697,0,0,GfP3ahGBpLk
698,0,0,iBNoyVICq_I
699,1,0,S3DL82xBu6U
700,4,0,TC8Q9P6MJoc
701,0,0,6-I_q7CjPlM
702,1,0,d-vfojzMVfQ
703,4,0,EwlRJPC9ep4
704,0,0,sXqTqklUmKw
705,0,0,F2I2vRJ1R4w
706,0,0,41xny9vp3XU
707,0,0,AUzxF1zMPXU
708,0,0,ONh4uPjXo3Q
709,0,0,BG1qdVXizIU
710,1,0,rjJqVZPzeTg
711,1,0,akcxv4FjLj4
712,0,0,nZZFEhLTOM0
713,0,0,rAtDqz0wIx4
714,0,0,pGrxzWd1GYY
715,0,0,Qp0dxvuxbK8
716,0,0,T9SLWlz5qc0
717,1,0,t0W9fKJT3ts
718,0,0,Pjb6sk51vGc
719,0,0,gF2darDngsg
720,0,0,4h7SFboHPQY
721,0,0,V30XvAWyyNQ
722,0,0,JgZHEfDkUkk
723,0,0,RDlmJfLz1fg
724,0,0,i4i72gAmziw
725,0,0,Eot5lwDO4Vc
726,2,0,VfFU9u3XXww
727,1,0,R2LsyxsueeY
728,1,0,Ua4K5OyA7cQ
729,1,0,s194pIT0WAc
730,0,0,era8q_hswns
731,0,0,9sWH3YrHzPM
732,0,0,1gg1P090DDc
733,0,0,CJV5C6JlPdM
734,0,0,6KXqYZnJGVE
735,2,0,Zj91VTTmA4k
736,0,0,wCGcoVoZ5no
737,0,0,TM9-K95B5b4
738,0,0,BJxRGvtSW74
739,0,0,6NmGOQr-PYA
740,0,0,nGlTqDOZGfo
741,0,0,i0uuBoDcSC8
742,0,0,di3zE-4nTLE
743,0,0,d4IQjfmDLuI
744,0,0,4QENv66maDQ
745,0,0,EySaoEp9JF8
746,0,0,z5vLvo9yXpA
747,0,0,jW9yLTIpa0s
748,0,0,rkgIXSgDdz0
749,0,0,VfxEMJaKb2o
750,0,0,cX3xqDn-ODo
751,0,0,qzBC8KrTobo
752,2,0,bvSJyEbMsHU
753,1,0,691f2zY7wyY
754,1,0,orZPMwTlz18
755,0,0,PV4k5uGZANo
756,0,0,8TJxnYgP6D8
757,0,0,dZIJhvib1WE
758,0,0,mClWPog7Lsk
759,0,0,3qBlqyrc5zk
760,1,0,RsO9MIaIazM
761,0,0,w4Lh0GvL3sw
762,0,0,hHsEBkUnXPI
763,0,0,sEPdlL-R4Mg
764,0,0,5RS1CKa3JVg
765,0,0,fcSJd9BfqSk
766,0,0,AAhi2vmZT2U
767,0,0,-XoKNIp1qe8
768,0,0,mqyTN8bP-Rs
769,1,0,VOorSoton_E
770,0,0,4aYVnRxhq0U
771,0,0,PYsBCa-v50U
772,0,0,d8VJM-X4giY
773,0,0,rE6gzHg1ctE
774,0,0,B_3E5LwUtm4
775,0,0,c9TG2IjvbLA
776,0,0,TjEleHvr37E
777,1,0,dJqKKLQSkh8
778,0,0,xgo_nE32u3I
779,0,0,ut1RZKP6L64
780,0,0,1cBcLuWRu6A
781,0,0,cBUDwiHBdH0
782,0,0,9Mzbe_DC1Jk
783,1,0,xiKiAlv9wWw
784,0,0,VPauTAJjXT0
785,0,0,YXoRjrOAUe4
786,0,0,VQtD8eExZEQ
787,0,0,n8ncMfvRbxI
788,0,0,7j09tffzkqA
789,0,0,yXNluxQzuEI
790,0,0,u4rNHL1DbrU
791,1,0,AzTZRBWHEW8
